acquired,plot,blue,green,red,nir,row,panel,Date,Treatment,Block,PM_severity,DM_severity,total_dis,geometry,centroid
20200625,2,0.05584,0.07453666666666667,0.06365,0.2841366666666667,1,2,2020-06-25,9.0,PM,0.0,0.0,0.15,"POLYGON ((-77.01535545427274 42.87831851925121, -77.01544069426711 42.87833411925217, -77.01543764633853 42.878342837982714, -77.01535240633272 42.87832723797974, -77.01535545427274 42.87831851925121))",POINT (-77.0153965503027 42.87833067861654)
20200625,3,0.051873333333333334,0.07078666666666666,0.058603333333333334,0.27756666666666663,1,3,2020-06-25,22.0,PM,0.0,0.0,0.1,"POLYGON ((-77.01544069426711 42.87833411925217, -77.01552730426143 42.878350659253144, -77.0155242563444 42.87835937798574, -77.01543764633853 42.878342837982714, -77.01544069426711 42.87833411925217))",POINT (-77.01548247530272 42.87834674861851)
20200625,4,0.052025,0.07366785714285715,0.06125714285714286,0.28591071428571424,1,4,2020-06-25,18.0,PM,0.0,0.0,0.4,"POLYGON ((-77.01552730426143 42.878350659253144, -77.01561588425558 42.87836680925413, -77.01561283635041 42.87837552798884, -77.0155242563444 42.87835937798574, -77.01552730426143 42.878350659253144))",POINT (-77.01557007030289 42.87836309362055)
20200625,5,0.04708620689655173,0.06756551724137931,0.04957586206896552,0.3120172413793103,1,5,2020-06-25,6.0,PM,0.0,0.0,0.35,"POLYGON ((-77.01561588425558 42.87836680925413, -77.01570014425 42.878381989255075, -77.01569709635612 42.87839070799176, -77.01561283635041 42.87837552798884, -77.01561588425558 42.87836680925413))",POINT (-77.01565649030296 42.878378758622546)
20200625,6,0.05149,0.07342,0.05872,0.30168333333333336,1,6,2020-06-25,2.0,PM,0.0,0.0,0.0,"POLYGON ((-77.01570014425 42.878381989255075, -77.01579094424405 42.87839937925609, -77.01578789636228 42.878408097994935, -77.01569709635612 42.87839070799176, -77.01570014425 42.878381989255075))",POINT (-77.01574402030295 42.87839504362453)
20200625,6,0.05149,0.07342,0.05872,0.30168333333333336,1,6,2020-06-25,2.0,PM,0.0,0.0,0.15,"POLYGON ((-77.01570014425 42.878381989255075, -77.01579094424405 42.87839937925609, -77.01578789636228 42.878408097994935, -77.01569709635612 42.87839070799176, -77.01570014425 42.878381989255075))",POINT (-77.01574402030295 42.87839504362453)
20200625,7,0.05067407407407407,0.07043703703703703,0.052151851851851845,0.3132037037037037,1,7,2020-06-25,15.0,PM,0.0,0.0,0.1,"POLYGON ((-77.01579094424405 42.87839937925609, -77.01587402423856 42.87841479925702, -77.01587097636792 42.87842351799784, -77.01578789636228 42.878408097994935, -77.01579094424405 42.87839937925609))",POINT (-77.01583096030309 42.87841144862656)
20200625,8,0.04958333333333333,0.06768666666666667,0.049273333333333336,0.3320666666666667,1,8,2020-06-25,11.0,PM,0.0,0.0,0.0,"POLYGON ((-77.01587402423856 42.87841479925702, -77.01596069423286 42.878431769258, -77.01595764637376 42.87844048800086, -77.01587097636792 42.87842351799784, -77.01587402423856 42.87841479925702))",POINT (-77.01591583530309 42.8784276436285)
20200625,9,0.05168064516129032,0.0715516129032258,0.05641935483870968,0.308358064516129,1,9,2020-06-25,10.0,PM,0.0,0.0,0.05,"POLYGON ((-77.01596069423286 42.878431769258, -77.01605424422672 42.878449719259045, -77.01605119638012 42.87845843800412, -77.01595764637376 42.87844048800086, -77.01596069423286 42.878431769258))",POINT (-77.01600594530318 42.87844510363057)
20200625,13,0.05158275862068965,0.07091034482758621,0.0553,0.3156,1,13,2020-06-25,1.0,PM,0.0,0.0,5.1,"POLYGON ((-77.0163126942097 42.87849793926196, -77.01639960420395 42.878514359262944, -77.01639655640352 42.878523078016194, -77.01630964639764 42.87850665801316, -77.0163126942097 42.87849793926196))",POINT (-77.01635462530355 42.878510508638634)
20200625,15,0.055216666666666664,0.07573666666666667,0.0622,0.32786666666666664,1,15,2020-06-25,19.0,PM,0.0,0.1,0.35,"POLYGON ((-77.01648440419838 42.878530209263886, -77.01657162419265 42.878547489264875, -77.01656857641517 42.8785562080222, -77.01648135640927 42.87853892801913, -77.01648440419838 42.878530209263886))",POINT (-77.01652649030365 42.87854320864258)
20200625,17,0.050159375,0.06984375,0.053234375,0.303925,2,1,2020-06-25,14.0,PM,0.0,0.0,0.0,"POLYGON ((-77.01526519363786 42.878326687245526, -77.01535716363179 42.87834444724656, -77.01535413697367 42.878353169984464, -77.01526216696745 42.87833540998127, -77.01526519363786 42.878326687245526))",POINT (-77.01530966530248 42.878339928614515)
20200625,18,0.0537,0.07027777777777779,0.05785185185185185,0.2730037037037037,2,2,2020-06-25,17.0,PM,0.0,0.0,0.05,"POLYGON ((-77.01535716363179 42.87834444724656, -77.01544010362635 42.878360347247515, -77.0154370769793 42.87836906998736, -77.01535413697367 42.878353169984464, -77.01535716363179 42.87834444724656))",POINT (-77.01539712030262 42.87835675861655)
20200625,19,0.05186206896551725,0.07087931034482758,0.056589655172413794,0.27850344827586204,2,3,2020-06-25,18.0,PM,0.0,0.0,0.1,"POLYGON ((-77.01544010362635 42.878360347247515, -77.01552583362069 42.87837611724848, -77.01552280698512 42.87838483999034, -77.0154370769793 42.87836906998736, -77.01544010362635 42.878360347247515))",POINT (-77.01548145530275 42.8783725936185)
20200625,19,0.05186206896551725,0.07087931034482758,0.056589655172413794,0.27850344827586204,2,3,2020-06-25,18.0,PM,0.0,0.0,0.55,"POLYGON ((-77.01544010362635 42.878360347247515, -77.01552583362069 42.87837611724848, -77.01552280698512 42.87838483999034, -77.0154370769793 42.87836906998736, -77.01544010362635 42.878360347247515))",POINT (-77.01548145530275 42.8783725936185)
20200625,21,0.04816551724137931,0.06743103448275861,0.04954827586206897,0.3012896551724138,2,5,2020-06-25,15.0,PM,0.0,0.0,0.15,"POLYGON ((-77.01561655361472 42.878393657249504, -77.01570177360908 42.87840924725045, -77.01569874699705 42.87841796999645, -77.01561352699126 42.878402379993496, -77.01561655361472 42.878393657249504))",POINT (-77.01565765030291 42.878405813622564)
20200625,21,0.04816551724137931,0.06743103448275861,0.04954827586206897,0.3012896551724138,2,5,2020-06-25,15.0,PM,0.0,0.0,0.5,"POLYGON ((-77.01561655361472 42.878393657249504, -77.01570177360908 42.87840924725045, -77.01569874699705 42.87841796999645, -77.01561352699126 42.878402379993496, -77.01561655361472 42.878393657249504))",POINT (-77.01565765030291 42.878405813622564)
20200625,23,0.05118620689655173,0.06800344827586206,0.04987241379310345,0.30207586206896553,2,7,2020-06-25,1.0,PM,0.0,0.0,0.0,"POLYGON ((-77.01578994360328 42.87842550725146, -77.0158741935977 42.87844101725241, -77.01587116700875 42.87844974000245, -77.01578691700306 42.87843422999952, -77.01578994360328 42.87842550725146))",POINT (-77.0158305553031 42.878437623626546)
20200625,24,0.04806896551724138,0.06608965517241379,0.04730689655172414,0.32074482758620687,2,8,2020-06-25,21.0,PM,0.0,0.0,0.0,"POLYGON ((-77.0158741935977 42.87844101725241, -77.01596197359193 42.8784577972534, -77.01595894701471 42.8784665200055, -77.01587116700875 42.87844974000245, -77.0158741935977 42.87844101725241))",POINT (-77.01591657030309 42.87845376862851)
20200625,26,0.04778,0.06698666666666667,0.048773333333333335,0.31415666666666664,2,10,2020-06-25,14.0,PM,0.0,0.0,0.9,"POLYGON ((-77.01605269358596 42.87847410725443, -77.0161384035803 42.87849049725541, -77.01613537702671 42.878499220011655, -77.01604966702091 42.87848283000867, -77.01605269358596 42.87847410725443))",POINT (-77.0160940353033 42.878486663632614)
20200625,29,0.04922,0.06818333333333333,0.05065666666666667,0.30784333333333336,2,13,2020-06-25,17.0,PM,0.0,0.0,0.2,"POLYGON ((-77.01631334356878 42.87852341725739, -77.0163990835631 42.87853944725836, -77.01639605704437 42.87854817002073, -77.01631031703857 42.878532140017754, -77.01631334356878 42.87852341725739))",POINT (-77.01635470030357 42.87853579363863)
20200625,32,0.05275,0.07330625,0.058096875,0.328975,2,16,2020-06-25,7.0,PM,0.0,0.0,0.4,"POLYGON ((-77.01657232355171 42.87857230726035, -77.01666522354556 42.87858943726138, -77.01666219706243 42.878598160029995, -77.01656929705614 42.87858103002678, -77.01657232355171 42.87857230726035))",POINT (-77.01661726030383 42.878585233644706)
20200625,37,0.047748275862068965,0.06314482758620689,0.04730689655172414,0.28859655172413795,3,5,2020-06-25,4.0,PM,0.0,0.0,0.65,"POLYGON ((-77.01561916461324 42.87841697932166, -77.01570468460761 42.8784327193226, -77.01570163599854 42.87844143792444, -77.01561611599273 42.878425697921465, -77.01561916461324 42.87841697932166))",POINT (-77.01566040030295 42.878429208622634)
20200625,38,0.047175,0.065825,0.04751071428571428,0.28926428571428575,3,6,2020-06-25,10.0,PM,0.0,0.75,1.1,"POLYGON ((-77.01570468460761 42.8784327193226, -77.01579154460191 42.87844946932359, -77.01578849600443 42.878458187927485, -77.01570163599854 42.87844143792444, -77.01570468460761 42.8784327193226))",POINT (-77.01574659030295 42.8784454536246)
20200625,38,0.047175,0.065825,0.04751071428571428,0.28926428571428575,3,6,2020-06-25,10.0,PM,0.0,0.0,0.65,"POLYGON ((-77.01570468460761 42.8784327193226, -77.01579154460191 42.87844946932359, -77.01578849600443 42.878458187927485, -77.01570163599854 42.87844143792444, -77.01570468460761 42.8784327193226))",POINT (-77.01574659030295 42.8784454536246)
20200625,40,0.04941,0.06756000000000001,0.05161,0.30585999999999997,3,8,2020-06-25,22.0,PM,0.0,0.0,5.0,"POLYGON ((-77.01587709459628 42.87846557932455, -77.01596324459061 42.878481699325526, -77.01596019601607 42.87849041793347, -77.01587404601023 42.878474297930474, -77.01587709459628 42.87846557932455))",POINT (-77.01591864530316 42.878477998628576)
20200625,41,0.052990322580645156,0.07208387096774194,0.059470967741935485,0.30248709677419355,3,9,2020-06-25,5.0,PM,0.0,0.0,35.0,"POLYGON ((-77.01596324459061 42.878481699325526, -77.0160529845847 42.87849893932652, -77.01604993602213 42.87850765793659, -77.01596019601607 42.87849041793347, -77.01596324459061 42.878481699325526))",POINT (-77.0160065903032 42.878494678630595)
20200625,42,0.04833928571428572,0.06878571428571428,0.05116428571428572,0.30411785714285716,3,10,2020-06-25,23.0,PM,0.0,0.0,0.25,"POLYGON ((-77.0160529845847 42.87849893932652, -77.01613963457898 42.878515279327495, -77.016136586028 42.87852399793961, -77.01604993602213 42.87850765793659, -77.0160529845847 42.87849893932652))",POINT (-77.01609478530331 42.87851146863263)
20200625,43,0.05151034482758621,0.06902758620689654,0.054082758620689654,0.299051724137931,3,11,2020-06-25,3.0,PM,0.0,0.0,6.05,"POLYGON ((-77.01613963457898 42.878515279327495, -77.01622501457337 42.878531369328435, -77.0162219660338 42.87854008794258, -77.016136586028 42.87852399793961, -77.01613963457898 42.878515279327495))",POINT (-77.0161808003034 42.878527683634616)
20200625,45,0.05244,0.06912666666666667,0.05630333333333333,0.3013766666666667,3,13,2020-06-25,6.0,PM,0.0,0.0,2.1,"POLYGON ((-77.0163129745676 42.87854819932944, -77.01640065456179 42.87856452933044, -77.01639760604569 42.87857324794875, -77.01630992603975 42.87855691794567, -77.0163129745676 42.87854819932944))",POINT (-77.01635529030358 42.87856072363865)
20200625,47,0.049603225806451615,0.07018387096774194,0.05428387096774194,0.3166935483870968,3,15,2020-06-25,9.0,PM,0.0,0.0,0.25,"POLYGON ((-77.01648429455629 42.87858037933136, -77.01657338455043 42.87859736933237, -77.01657033605737 42.87860608795477, -77.01648124605134 42.87858909795165, -77.01648429455629 42.87858037933136))",POINT (-77.0165273153037 42.87859323364261)
20200625,53,0.04708965517241379,0.06529655172413792,0.047462068965517246,0.2955344827586207,4,5,2020-06-25,5.0,PM,0.0,0.0,0.5,"POLYGON ((-77.0156187417317 42.87844160067122, -77.01570350172612 42.87845740067217, -77.01570043888002 42.878466116574835, -77.01561567887427 42.878450316571865, -77.0156187417317 42.87844160067122))",POINT (-77.01565959030292 42.87845385862261)
20200625,54,0.048543333333333334,0.06659666666666667,0.04944,0.2944733333333333,4,6,2020-06-25,22.0,PM,0.0,0.0,0.55,"POLYGON ((-77.01570350172612 42.87845740067217, -77.01579319172025 42.87847469067316, -77.0157901288861 42.878483406577956, -77.01570043888002 42.878466116574835, -77.01570350172612 42.87845740067217))",POINT (-77.01574681530296 42.878470403624604)
20200625,55,0.05015357142857143,0.0693107142857143,0.05445,0.28686071428571425,4,7,2020-06-25,6.0,PM,0.0,0.0,0.45,"POLYGON ((-77.01579319172025 42.87847469067316, -77.01587793171466 42.878490580674125, -77.01587486889183 42.878499296580934, -77.0157901288861 42.878483406577956, -77.01579319172025 42.87847469067316))",POINT (-77.01583403030308 42.878486993626616)
20200625,56,0.051103333333333334,0.06717333333333333,0.052686666666666666,0.30034333333333335,4,8,2020-06-25,15.0,PM,0.0,0.0,0.15,"POLYGON ((-77.01587793171466 42.878490580674125, -77.01596482170893 42.87850734067508, -77.0159617588977 42.87851605658397, -77.01587486889183 42.878499296580934, -77.01587793171466 42.878490580674125))",POINT (-77.01591984530313 42.8785033186286)
20200625,57,0.04815714285714286,0.06631428571428571,0.04971428571428572,0.30275,4,9,2020-06-25,10.0,PM,0.0,0.0,0.25,"POLYGON ((-77.01596482170893 42.87850734067508, -77.016055121703 42.87852461067609, -77.0160520589038 42.878533326587124, -77.0159617588977 42.87851605658397, -77.01596482170893 42.87850734067508))",POINT (-77.01600844030321 42.87852033363064)
20200625,58,0.05101379310344827,0.06947586206896551,0.052848275862068965,0.30747931034482756,4,10,2020-06-25,3.0,PM,0.0,0.05,0.55,"POLYGON ((-77.016055121703 42.87852461067609, -77.01614105169733 42.87854079067705, -77.01613798890962 42.878549506590126, -77.0160520589038 42.878533326587124, -77.016055121703 42.87852461067609))",POINT (-77.01609655530332 42.87853705863268)
20200625,59,0.04803333333333333,0.06711666666666666,0.04943666666666667,0.30357666666666666,4,11,2020-06-25,1.0,PM,0.0,0.0,0.55,"POLYGON ((-77.01614105169733 42.87854079067705, -77.01622534169181 42.87855694067798, -77.01622227891532 42.87856565659308, -77.01613798890962 42.878549506590126, -77.01614105169733 42.87854079067705))",POINT (-77.0161816653034 42.87855322363464)
20200625,60,0.046372413793103445,0.0669448275862069,0.04816551724137931,0.31180689655172417,4,12,2020-06-25,19.0,PM,0.0,0.1,1.35,"POLYGON ((-77.01622534169181 42.87855694067798, -77.016313871686 42.87857350067899, -77.01631080892135 42.87858221659618, -77.01622227891532 42.87856565659308, -77.01622534169181 42.87855694067798))",POINT (-77.01626807530349 42.87856957863664)
20200625,61,0.05064285714285714,0.07001071428571429,0.05393214285714285,0.31019285714285716,4,13,2020-06-25,14.0,PM,0.0,0.0,0.7,"POLYGON ((-77.016313871686 42.87857350067899, -77.01639988168033 42.87858975067994, -77.01639681892716 42.87859846659918, -77.01631080892135 42.87858221659618, -77.016313871686 42.87857350067899))",POINT (-77.01635534530358 42.87858598363865)
